Price,Open,High,Low,Change %,Day,Month,Year,Volume(In Million)
8.02934814644105,8.065365769523304,8.06594065640737,8.02155826915748,-3.54,16.0,2.0,2022.0,-0.9116017423880235
8.065350057592134,7.982515351827566,8.068772564442497,7.976804865401097,8.64,15.0,2.0,2022.0,-0.6161120680930917
7.982522179397294,7.9624365785442786,7.093712576364991,7.949490290758191,2.06,14.0,2.0,2022.0,-0.7397357699745375
7.962154412973922,7.978365819237653,7.990556563217151,7.950957037136562,-1.61,13.0,2.0,2022.0,-1.1936265122717917
7.981948500976113,8.030018987981528,8.05080860552589,7.96575388476495,-4.69,11.0,2.0,2022.0,-0.4976955352230664
8.030028754194662,8.084479181191915,8.09479349924116,8.025709304438987,-5.3,10.0,2.0,2022.0,-0.29767853770245734
8.0844452690398,8.044276523389943,8.091446801475085,8.02484578889602,4.1,9.0,2.0,2022.0,-0.7385211864482628
8.04426689533765,8.051866607721465,8.079884412741835,8.01621888370062,-0.77,8.0,2.0,2022.0,2.1151664493859585
8.052035402100058,8.024957041072096,8.066449297029207,8.004896486140238,2.75,7.0,2.0,2022.0,-0.5648946968898331
8.024927593171157,8.010940429495381,8.030484404757626,7.991984627282793,1.41,6.0,2.0,2022.0,-1.1501793047245448
8.01096033804876,8.004612695428973,8.025804114875397,7.99399467142041,0.63,5.0,2.0,2022.0,-0.7473499665742613
7.898336823436542,7.8938183118424705,7.909845653992898,7.855467155531036,0.44,3.0,2.0,2022.0,-0.5991651550895141
7.893945138235959,7.932778435234881,7.9407867257072535,7.8701926840803065,0.4589741219963031,2.0,2.0,2022.0,-0.5068336024964534
7.932778435234881,7.896113617164319,7.94044141753408,7.8921979955636985,3.73,1.0,2.0,2022.0,-0.6505858994758716
7.896113617164319,7.86430848887638,7.902724095547582,7.815550021935028,3.23,31.0,1.0,2022.0,-0.5079464392651482
7.864331541505533,7.863312876790671,7.877033070014095,7.841488993634677,0.11,30.0,1.0,2022.0,-0.962753606284496
7.86327441628768,7.84225914027565,7.875693042671381,7.832069734517872,2.12,29.0,1.0,2022.0,-0.7252985405770304
7.84225914027565,7.79344658735621,7.846331826995292,7.767488357699972,5.0,28.0,1.0,2022.0,-0.45491799182769477
7.79344658735621,7.808830845049812,7.830103626400012,7.748157993823836,-1.49,27.0,1.0,2022.0,-0.2554859742354641
7.808489635458512,7.807131768158231,7.908137128034833,7.785579573165738,0.14,26.0,1.0,2022.0,0.04879016416943204
7.807131768158231,7.800167167066257,7.825772519581993,7.763174358530334,0.7,25.0,1.0,2022.0,-0.4215487593763936
7.840238206813334,7.788427123334218,7.842746069762961,7.772268388674653,5.32,23.0,1.0,2022.0,-0.26549014494528395
7.788427123334218,7.851921844301929,7.871391322204608,7.745781720860167,-6.17,22.0,1.0,2022.0,0.3920420877760237
8.00793966459136,8.034138364595604,8.092762365705259,8.002757726673849,-2.56,20.0,1.0,2022.0,-0.7317217025397211
8.033869239267503,8.0583747738088,8.062631322142584,8.0226673350637,-2.42,19.0,1.0,2022.0,-0.776941918303211
8.0583747738088,8.073848630263168,8.08409066402752,8.034138364595604,-1.53,18.0,1.0,2022.0,-0.9183177849587876
8.073823703407907,8.115709148342292,8.118639146798316,8.052742118160147,-4.1,17.0,1.0,2022.0,-0.9800828649619346
8.115697195948677,8.109675979181942,8.12805998872869,8.094512746088471,0.57,16.0,1.0,2022.0,-1.2184774905288178
8.104068825940583,8.083930279598038,8.114097274556768,8.069545788999438,2.16,14.0,1.0,2022.0,-0.8790431178474887
8.082720399173043,8.122926150266176,8.133875019387386,8.081774933321677,-3.94,13.0,1.0,2022.0,-0.7704386762901793
8.122932083434963,8.082779075104346,8.13352577795676,8.073402968986406,4.11,12.0,1.0,2022.0,-0.6330685901444676
8.082677162073134,8.034190235851158,8.09033487170309,8.024011002822842,4.94,11.0,1.0,2022.0,-0.6827810945607683
8.03444631074312,8.055243442432134,8.064623897078759,7.983330916531865,-2.06,10.0,1.0,2022.0,-0.21768348464484924
8.055252965380058,8.032649161044136,8.074132129518155,8.0263237779232,2.28,9.0,1.0,2022.0,-0.8773825675591737
8.032691369453032,8.07032466979655,8.084704205429208,8.006954062295302,-3.61,8.0,1.0,2022.0,-0.5690551993301686
8.069439388708927,8.133651988514293,8.135423125319596,8.031807868132024,-6.23,7.0,1.0,2022.0,-0.02096830643619641
8.13381339740886,8.170793843672277,8.174756402164018,8.10353662473178,-3.62,6.0,1.0,2022.0,-0.3539785823909897
8.239994640979283,8.233402205525383,8.265925333479487,8.220198558026148,0.67,4.0,1.0,2022.0,-0.8775268538233716
8.233301260627929,8.250802833098746,8.255698548718104,8.211341717229029,-1.73,3.0,1.0,2022.0,-1.0832016449686777
8.250795001601245,8.233681079249186,8.25612968060179,8.221029921739134,1.73,2.0,1.0,2022.0,-1.4165474042909114
8.233681079249186,8.210040116674625,8.236208640412178,8.209512472457767,2.39,1.0,1.0,2022.0,-1.4290348614627764
8.210083621298358,8.218620025733097,8.24591188806551,8.19526192065979,-0.85,31.0,12.0,2021.0,-0.9022645601410632
8.218671245919253,8.196803337220448,8.234281058028998,8.185807197902562,2.25,30.0,12.0,2021.0,-1.0336113744506976
8.19641751667182,8.240899359424317,8.24956730888216,8.190687127106875,-4.32,29.0,12.0,2021.0,-0.7851966821580993
8.24056710897826,8.303222441034363,8.303222441034363,8.232402933634985,-6.06,28.0,12.0,2021.0,-0.6401183930122266
8.303068844522187,8.309435665811124,8.324874630679943,8.30227571299924,-0.62,27.0,12.0,2021.0,-1.1605302464830993
8.309251011563367,8.317126313619502,8.319773428165252,8.295393736399756,-0.78,26.0,12.0,2021.0,-1.2602610086727253
8.317067680647234,8.304890663279902,8.327491669546871,8.300247891194422,1.23,25.0,12.0,2021.0,-1.1759361956320802
8.30483872801102,8.32122696810682,8.326945102506253,8.30009135214817,-1.62,24.0,12.0,2021.0,-1.0388821844603433
8.321212370170482,8.288929052240716,8.330663593222077,8.267677430277594,3.28,23.0,12.0,2021.0,-0.5565554754721652
8.288921513709397,8.298103910430068,8.311987785233041,8.279988747453672,-0.92,22.0,12.0,2021.0,-0.8523070521326073
8.2981885629316,8.27995832218447,8.30863278722677,8.272713637787032,1.98,21.0,12.0,2021.0,-0.6997489241945077
8.278631387373647,8.275238820801654,8.28870035817081,8.231487830648648,0.34,20.0,12.0,2021.0,-0.6327861228852524
8.27520825066867,8.283974051404423,8.300369626846845,8.26639577232019,-0.87,19.0,12.0,2021.0,-0.8153374136595677
8.283956374034108,8.263126407448517,8.292310628898171,8.234806407478054,2.1,18.0,12.0,2021.0,-0.7426315856588538
8.263149613821504,8.283271766930149,8.292515964622801,8.216717630165482,-1.98,17.0,12.0,2021.0,-0.42327272675812927
8.283145404426286,8.298930210717755,8.320749991931985,8.282852181908739,-1.56,16.0,12.0,2021.0,-0.6691963064041587
8.298848109013601,8.258554578083555,8.316336923180968,8.202397511462804,4.08,15.0,12.0,2021.0,-0.19696423953090703
8.258823936261628,8.238039977958827,8.263443514608902,8.213397997064979,2.11,14.0,12.0,2021.0,-0.5488563785339985
8.237992384470665,8.326388554829629,8.328757783062148,8.208815773313795,-8.47,13.0,12.0,2021.0,-0.11465917000937034
8.326463585840465,8.313403637367038,8.336440802833636,8.291117846592355,1.38,12.0,12.0,2021.0,-1.0204020281315496
8.312787975750526,8.26963398915424,8.317502460076803,8.252425240407495,4.41,11.0,12.0,2021.0,-0.542557117927488
8.269623741940201,8.320496810116875,8.349198118708111,8.267199890062715,-4.97,10.0,12.0,2021.0,-0.2254963168978069
8.320616105688838,8.397449735390957,8.408023206714091,8.313396281099314,-7.4,9.0,12.0,2021.0,-0.44290221283706016
8.397449735390957,8.368015459295354,8.400589709812364,8.349869797765388,2.99,8.0,12.0,2021.0,-0.5545511349696876
8.368015459295354,8.37824371889804,8.394844750136922,8.356895322947043,-1.06,7.0,12.0,2021.0,-0.5964198236075158
